objectid,type,format,subject,identifier,creator,culture,date,title,materials,measurements,filename,credit,published,web_page,origin,description,altnum
133,Image;StillImage,image/jpeg,"Pineda, Sigfrido;Mexican;Sterling silver, tiger's eye cabochon;Taxco, Mexico",JSMA2016:12.41,"Pineda, Sigfrido",Mexican,ca. 1960,Bracelet,"Sterling silver, tiger's eye cabochon",W. 2 inches,jsma2016_12_41,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119696;type=101,"Taxco, Mexico",,N0531
140,Image;StillImage,image/jpeg,Unknown;British;Sterling silver;Birmingham,JSMA2016:12.42,Unknown,British,1998,Dolphin clasp,Sterling silver,W: 2-7/8 inches,jsma2016_12_42,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119697;type=101,Birmingham,"""Nurses"" clasp with two circular halves, each decorated with applied dolphin and openwork undersea organic motif.",N0548
406,Image;StillImage,image/jpeg,"Buenilum Aluminum;American;Aluminum and wood;New York, New York",JSMA2016:12.43,Buenilum Aluminum,American,ca. 1933-79,Pitcher,Aluminum and wood,H. 6 x W. 7 x Diam. 3-1/4 inches,jsma2016_12_43,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119698;type=101,"New York, New York","The bulbous shape that characterizes this pitcher strays from the traditional design used by other artisans. The wooden side handle is also unusual, more commonly seen on tea pots, chocolate pots, or coffee pots rather than on pitchers.",N0569
70,Image;StillImage,image/jpeg,Unknown;Spanish;Silver;Spain,JSMA2016:12.44,Unknown,Spanish,20th century,Brooch,Silver,Diam: 1-3/4 inches,jsma2016_12_44,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119699;type=101,Spain,Circular silver brooch with pierced fish design.,N0595
117,Image;StillImage,image/jpeg,"Unknown;Undetermined;silver, moonstone;Possibly United States",JSMA2016:12.45,Unknown,Undetermined,ca. 1915,Bracelet,"silver, moonstone",6-3/4 x 7/8 inches,jsma2016_12_45,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119701;type=101,Possibly United States,"Cable link construction with toggle clasp, bezel set with 21 moonstones.",N0665
89,Image;StillImage,image/jpeg,"Keswick School of Industrial Handicraft;British;Sterling silver;Keswick, England",JSMA2016:12.46,Keswick School of Industrial Handicraft,British,1915,Small ladle,Sterling silver,6-1/4 inches,jsma2016_12_46,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119702;type=101,"Keswick, England","Small ladle for condiments and sauces. Hammered finish with curved, tapered handle and flat terminal.",N0678
134,Image;StillImage,image/jpeg,"Pineda, Sigfrido;Mexican;Sterling silver with corundum cabochon;Taxco, Mexico",JSMA2016:12.47,"Pineda, Sigfrido",Mexican,ca. 1960,Bangle,Sterling silver with corundum cabochon,H. 1-3/8 x Diam. 3/8 inches,jsma2016_12_47,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119703;type=101,"Taxco, Mexico","Sigifrido “Sigi” Pineda apprenticed with William Spratling and was hired to work for the Los Castillo taller at twelve. By the 1950s, his work took a distinctly modern turn, emphasizing abstract forms. He continues to work for Talleres de Los Ballesteros in Taxco today. This split swirl designed hinged bangle is set with a corundum cabochon and features Sigi Pineda’s mark: “Sigi Tasco.” Tasco is an intentional phonetic spelling of Taxco. Pineda changed the x to s, subtly cuing American customers who habitually mispronounced Taxco as “tax-co.”",N0701
141,Image;StillImage,image/jpeg,"Unknown;Undetermined;copper, brass, silver (poss. onyx and nephrite);",JSMA2016:12.48,Unknown,Undetermined,n.d.,Clasp,"copper, brass, silver (poss. onyx and nephrite)",4-1/2 x 2-1/8 inches,jsma2016_12_48,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119705;type=101,,"This Arts and Crafts copper, brass andsilver buckle is mounted with bloodstones and the two parts are joined by a pin attached with a chain.",N0747
71,Image;StillImage,image/jpeg,Unknown;British;Silver with garnet cabochon;England,JSMA2016:12.49,Unknown,British,ca. 1920,Cross Pendant,Silver with garnet cabochon,W. 2-7/8 x D. 2-1/4 inches,jsma2016_12_49,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119706;type=101,England,"Cross forchee pendant with a hammered finish, centering an oval garnet cabochon.",N0753
436,Image;StillImage,image/jpeg,"Gorham Manufacturing Co.;American;Sterling silver and copper;Providence, Rhode Island",JSMA2016:12.5,Gorham Manufacturing Co.,American,1882,Small pot,Sterling silver and copper,H. 3-3/8 x Diam. 4-1/4 inches,jsma2016_12_5,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119658;type=101,"Providence, Rhode Island","In taking part of the Aesthetic Movement’s impulse towards japonisme, Gorham designers looked to Japanese wood-block prints for inspiration during the 1870s and 1880s. The influence of Japanese art is apparent in the hand-hammered surface and applied bell-pepper plant motif of this copper and sterling silver pot. The soaring bird is reminiscent of Katsushika Hokusai’s avian prints.",N0084
72,Image;StillImage,image/jpeg,Unknown;European;silver;Europe,JSMA2016:12.50,Unknown,European,mid 20th century,Cross Pendant and Necklace,silver,18 inches,jsma2016_12_50,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119708;type=101,Europe,Cross barby pendant with necklace.,N0763
59,Image;StillImage,image/jpeg,"Jensen, Jorgen;Danish;Pewter with turquoise cabochons;Copenhagen, Denmark",JSMA2016:12.51,"Jensen, Jorgen",Danish,ca. 1930,Bracelet,Pewter with turquoise cabochons,7-1/8 x 3/4 inches,jsma2016_12_51,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119709;type=101,"Copenhagen, Denmark",Oval link bracelet made of pewter and seven turquoise cabochons.,N0771
574,Image;StillImage,image/jpeg,"Los Castillo; Castillo, Emilia;Mexican;Silverplate;Taxco, Mexico",JSMA2016:12.52,"Los Castillo; Castillo, Emilia",Mexican,ca. 1990s,Serving fork and spoon,Silverplate,each: 12 inches,jsma2016_12_52,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119710;type=101,"Taxco, Mexico","The design of this serving set was made using a technique called chasing. Chasing is a process of punching into the surface of the metal by striking a steel tool called a scribe with a hammer. The Mexican workshop of Los Castillos, founded by Antonio Castillo in 1939, often uses this technique to create designs influenced by Mexican folk art. Before opening his own workshop, Antonio trained as a silversmith with William Spratling, whose workshop in Taxco, Mexico is credited with the revival of Mexican silver based on folk designs. Los Castillos continues to make handmade objects today, under the control of Emilia, Antonio’s daughter. Emilia has gained international acclaim for her silver and porcelain designs, which are sold in her storefront in Paris and in the United States by Neiman Marcus department stores.",N0776
73,Image;StillImage,image/jpeg,Unknown;New Zealand;sterling silver;New Zealand,JSMA2016:12.53,Unknown,New Zealand,late 20th century,Brooch (branched tree shape),sterling silver,3-3/8 x 2-1/4 inches,jsma2016_12_53,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119711;type=101,New Zealand,Delicate branched tree shaped pin.,N0783
90,Image;StillImage,image/jpeg,Unknown;Scottish;Pewter with jade and carnelian;Scottland,"JSMA2016:12.54a,b",Unknown,Scottish,ca. 1900,Serving fork and spoon,Pewter with jade and carnelian,each: 10-1/4 inches,jsma2016_12_54,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119713;type=101,Scottland,Modern serving set with decorative terminals bezel-set with jade and carnelian cabochon.,N0796
27,Image;StillImage,image/jpeg,"Tiffany & Company; Gehry, Frank;American;Sterling silver;New York, New York",JSMA2016:12.55,"Tiffany & Company; Gehry, Frank",American,ca. 2008,"""Torque"" Bangle",Sterling silver,H. 1 x Diam. 3 inches,jsma2016_12_55,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119714;type=101,"New York, New York","This diagonal square cuff bracelet was designed by the renowned architect Frank Gehry as part of the ""Torque Series"" and was sold by Tiffany & Company. Gehry began partnering with Tiffany & Company in 2003 and his jewlery designs were launched in 2006.",N0807
191,Image;StillImage,image/jpeg,"Adler, Allan;American;Sterling silver;Los Angeles, California","JSMA2016:12.56a,b","Adler, Allan",American,ca. 1969,Serving fork and spoon,Sterling silver,9-3/4 inches,jsma2016_12_56,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119715;type=101,"Los Angeles, California","The name of the pattern of this serving set, Swedish Modern, refers to the fascination that American consumers had with Scandinavian design beginning in the post-World War II period. American silversmiths capitalized on the popularity of the modern, sleek styles produced by their Scandinavian counterparts. California-based silversmith Allan Adler became extremely well known for his Scandinavian-influenced style, gaining commissions for President John F. Kennedy, Winston Churchill, Katharine Hepburn and many other celebrities, as well as the crowns for Miss America and Miss Universe. Originally, Adler had no intention of entering the silver business. It wasn’t until he married Helen Rebecca Blanchard, daughter of the famous Arts and Crafts silversmith Porter Blanchard, that he became the apprentice to his father-in-law. When Adler opened his own shop in 1939, he broke away from the Arts and Crafts tradition, referring to his style as “clean lines with a bend towards the unconventional.” Adler remained a silversmith to the stars until his death in 2002, although his company, Allan Adler Designs Inc., remains in business today.",N0815
482,Image;StillImage,image/jpeg,"Knox, Archibald; Liberty & Company;British;Pewter;London, England","JSMA2016:12.57a,b","Knox, Archibald; Liberty & Company",British,ca. 1905,Candlesticks,Pewter,each: 3-3/4 x 3-3/8 inches,jsma2016_12_57,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119716;type=101,"London, England","These pewter candlesticks were produced as part of Liberty & Company's Tudric range of inexpensive Arts and Crafts items, many of which were designed by Archibald Knox.",N0822
74,Image;StillImage,image/jpeg,Unknown;Australian;Sterling silver;Australia,JSMA2016:12.58,Unknown,Australian,mid-late 20th century,Brooch (fish),Sterling silver,Diam. 2-1/8 inches,jsma2016_12_58,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119718;type=101,Australia,,N0865
75,Image;StillImage,image/jpeg,"Bansgrove;Undetermined;sterling silver, opal;Possibly Australia",JSMA2016:12.59,Bansgrove,Undetermined,n.d.,Pin,"sterling silver, opal",1-1/2 x 2-3/8 inches,jsma2016_12_59,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119719;type=101,Possibly Australia,,N0865
28,Image;StillImage,image/jpeg,Planet Glass;American;Sterling silver with acqumarine cabochon;United States,JSMA2016:12.60,Planet Glass,American,late 20th-century,Neck wire,Sterling silver with acqumarine cabochon,9-1/4 inches,jsma2016_12_60,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119722;type=101,United States,,N0884
318,Image;StillImage,image/jpeg,"Wallis, Hugh;British;Copper and bronze;Altrincham, England",JSMA2016:12.61,"Wallis, Hugh",British,ca. 1910,Small bowl,Copper and bronze,"H. 2 x W. 4-3/4 x D. 4-3/4 in,",jsma2016_12_61,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119724;type=101,"Altrincham, England","Born in Kettering in 1871, Hugh Wallis was known for his inlaid copperware. An active member of the Northern Art Worker's Guild, Wallis opened a workshop in Altrincham, Cheshire and produced Artsand Crafts vessels.",N0906
40,Image;StillImage,image/jpeg,"Pineda, Antonio;Mexican;Sterling silver, onyx;Taxco, Mexico",JSMA2016:12.62,"Pineda, Antonio",Mexican,ca. 1953-2009,Necklace,"Sterling silver, onyx",14 inches,jsma2016_12_62,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119726;type=101,"Taxco, Mexico","Antonio Pineda (b. 1919) is considered one of Taxco’s mid-century silver maestros. He apprenticed with William Spratling in the 1930s. Pineda “sketched endlessly” to develop his distinctive modern aesthetic for which he became famous in the 1940s and 1950s. Pineda was particularly known for his use of hollow space and curvilinear planes in his jewelry, such as this onyx bezel-set necklace. 
Mark: Antonio Pineda’s work can be identified by the words “Antonio Taxco” in the shape of a crown.",N1005
165,Image;StillImage,image/jpeg,"Ramsden, Omar;British;Sterling silver;Walkley, England",JSMA2016:12.63,"Ramsden, Omar",British,1938,Coffee Spoon,Sterling silver,3-7/8 inches,jsma2016_12_63,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119727;type=101,"Walkley, England",Coffee spoon with hammered finish and sqaured terminal stem with center twist for whimsy.,N1160
101,Image;StillImage,image/jpeg,"Shreve & Company;American;Sterling silver;San Francisco, California",JSMA2016:12.64,Shreve & Company,American,ca. 1915,Serving spoon,Sterling silver,9 inches,jsma2016_12_64,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119728;type=101,"San Francisco, California","Silver serving spoon in ""Antique"" hammered pattern.",N1185
206,Image;StillImage,image/jpeg,"Heimburger, Fritz S.;Danish;Sterling silver;Copenhagen, Denmark",JSMA2016:12.65,"Heimburger, Fritz S.",Danish,1917,Tomato server,Sterling silver,8-1/8 inches,jsma2016_12_65,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119729;type=101,"Copenhagen, Denmark",Sterling silver tomato server.,N1186
41,Image;StillImage,image/jpeg,"Kepenyes, Pal;Mexican;Brass with Nephrite jade;Mexico",JSMA2016:12.66,"Kepenyes, Pal",Mexican,mid 20th century,Bracelet,Brass with Nephrite jade,H. 1 x Diam. 2-1/2 inches,jsma2016_12_66,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119730;type=101,Mexico,Brass bracelet with top clasp.,N1318
